Data Format: 
1483,2/10/14 10:30:00,29.887,66.5,-0.204,0.006,507.,7.2,16.6,314.,26.28,58.6,13.75,34.81,0.00,4.56
1484,2/10/14 10:45:00,29.890,37.6,-0.204,0.006,522.,7.8,15.4,313.,26.85,57.5,13.86,34.95,0.00,4.56
1485,2/10/14 11:00:00,29.890,28.8,-0.204,0.006,533.,8.3,16.1,310.,27.23,55.6,13.46,35.06,0.00,4.56
1486,2/10/14 11:15:00,29.887,3.5,-0.204,0.006,546.,7.4,15.0,331.,26.64,52.9,11.79,35.15,0.00,4.56
1487,2/10/14 11:30:00,29.878,3.5,-0.204,0.006,557.,8.3,18.3,309.,27.59,51.3,11.97,35.24,0.00,4.56
1488,2/10/14 11:45:00,29.870,2.9,-0.204,0.006,562.,7.2,13.0,329.,27.43,48.8,10.71,35.44,0.00,4.56
1489,2/10/14 12:00:00,29.864,2.9,-0.204,0.006,561.,7.2,16.1,327.,28.27,49.4,11.77,35.69,0.00,4.59
1490,2/10/14 12:15:00,29.864,2.9,-0.204,0.006,557.,7.4,17.4,312.,27.86,48.8,11.10,35.92,0.00,4.56
1491,2/10/14 12:30:00,29.861,3.5,-0.204,0.006,582.,6.7,12.5,312.,28.74,48.1,11.59,36.07,0.00,4.56
1492,2/10/14 12:45:00,29.858,2.9,-0.204,0.006,564.,7.8,15.0,300.,28.80,47.0,11.12,36.32,0.00,4.56
1493,2/10/14 13:00:00,29.858,2.4,-0.204,0.006,546.,9.6,18.6,282.,27.81,47.6,10.49,36.46,0.00,4.56
1494,2/10/14 13:15:00,29.855,2.9,-0.204,0.006,604.,8.3,16.6,285.,28.00,48.6,11.14,36.55,0.00,4.56
1495,2/10/14 13:30:00,29.852,2.9,-0.204,0.006,534.,7.8,15.4,291.,28.83,48.1,11.68,36.70,0.00,4.56
1496,2/10/14 13:45:00,29.861,2.9,-0.204,0.006,499.,7.4,17.9,286.,28.36,47.6,11.01,36.99,0.00,4.56
1497,2/10/14 14:00:00,29.870,2.4,-0.204,0.006,502.,8.3,17.4,296.,28.17,47.3,10.69,37.22,0.00,4.56
1498,2/10/14 14:15:00,29.876,2.4,-0.204,0.006,466.,7.8,18.6,323.,28.89,45.9,10.67,37.56,0.00,4.56
1499,2/10/14 14:30:00,29.890,1.8,-0.204,0.006,163.,7.2,13.2,309.,26.58,46.5,8.85,37.65,0.00,4.56
1500,2/10/14 14:45:00,29.893,1.8,-0.204,0.006,86.,6.7,14.5,292.,25.95,48.1,9.01,37.36,0.00,4.56
1501,2/10/14 15:00:00,29.896,1.8,-0.204,0.006,73.,6.3,12.1,281.,26.22,48.9,9.63,36.75,0.00,4.56
1502,2/10/14 15:15:00,29.899,2.4,-0.204,0.006,313.,4.9,10.7,291.,27.12,48.4,10.24,36.27,0.00,4.57
1503,2/10/14 15:30:00,29.896,2.4,-0.204,0.006,254.,5.8,10.3,302.,27.32,46.7,9.63,36.21,0.00,4.56
1504,2/10/14 15:45:00,29.899,1.8,-0.204,0.006,223.,7.8,18.3,281.,26.44,47.0,8.96,36.36,0.00,4.57
1505,2/10/14 16:00:00,29.908,2.4,-0.204,0.006,183.,5.8,11.2,292.,26.96,47.2,9.54,36.21,0.00,4.56
1506,2/10/14 16:15:00,29.914,1.8,-0.204,0.006,93.,5.4,13.0,289.,26.53,46.8,8.94,36.03,0.00,4.57
1507,2/10/14 16:30:00,29.926,1.8,-0.204,0.006,87.,4.9,11.2,299.,26.44,47.8,9.32,35.69,0.00,4.57
1508,2/10/14 16:45:00,29.935,1.8,-0.204,0.006,36.,5.4,12.5,302.,25.63,48.4,8.85,35.44,0.00,4.57
1509,2/10/14 17:00:00,29.949,1.8,-0.204,0.006,8.,4.9,10.1,317.,25.09,48.9,8.58,35.20,0.00,4.51
1510,2/10/14 17:15:00,29.961,1.2,-0.204,0.006,1.,5.8,13.2,314.,24.49,48.6,7.90,35.06,0.00,4.50
1511,2/10/14 17:30:00,29.970,1.2,-0.204,0.006,1.,4.9,9.6,302.,24.17,49.5,8.01,34.86,0.00,4.48
1512,2/10/14 17:45:00,29.979,1.8,-0.204,0.006,1.,4.3,9.6,309.,23.68,50.0,7.77,34.72,0.00,4.48
1513,2/10/14 18:00:00,29.988,1.8,-0.204,0.006,1.,4.9,10.1,319.,23.31,50.4,7.61,34.61,0.00,4.45
1514,2/10/14 18:15:00,29.994,1.8,-0.204,0.006,1.,4.9,9.2,319.,22.96,50.8,7.47,34.57,0.00,4.46
1515,2/10/14 18:30:00,30.000,2.4,-0.204,0.006,1.,3.4,7.2,326.,22.41,51.7,7.32,34.47,0.00,4.45
1516,2/10/14 18:45:00,30.008,2.4,-0.204,0.006,1.,2.9,6.7,314.,22.14,52.6,7.45,34.41,0.00,4.45
1517,2/10/14 19:00:00,30.017,2.9,-0.204,0.006,1.,1.3,4.3,327.,21.02,53.8,6.91,34.32,0.00,4.44
1518,2/10/14 19:15:00,30.026,2.9,-0.204,0.006,1.,2.5,5.4,296.,21.24,54.3,7.32,34.27,0.00,4.44
1519,2/10/14 19:30:00,30.029,2.9,-0.204,0.006,1.,2.0,7.4,331.,20.84,54.2,6.91,34.18,0.00,4.44
1520,2/10/14 19:45:00,30.035,2.9,-0.204,0.006,1.,2.9,5.4,295.,20.55,54.5,6.75,34.12,0.00,4.40
1521,2/10/14 20:00:00,30.044,5.9,-0.204,0.006,1.,1.3,3.8,286.,19.58,56.1,6.48,34.07,0.00,4.42
1522,2/10/14 20:15:00,30.047,5.9,-0.204,0.006,1.,1.6,4.3,296.,19.35,58.0,6.98,33.98,0.00,4.42
1523,2/10/14 20:30:00,30.047,11.2,-0.204,0.006,1.,0.9,2.5,296.,18.48,59.0,6.55,33.93,0.00,4.42
1524,2/10/14 20:45:00,30.053,44.7,-0.204,0.006,1.,0.4,1.6,295.,16.05,62.8,5.61,33.87,0.00,4.39
1525,2/10/14 21:00:00,30.056,51.2,-0.204,0.006,1.,0.4,1.6,295.,15.67,66.6,6.53,33.78,0.00,4.39
1526,2/10/14 21:15:00,30.062,61.8,-0.204,0.006,1.,0.0,0.0,295.,14.40,67.7,5.67,33.67,0.00,4.40
1527,2/10/14 21:30:00,30.062,60.6,-0.204,0.006,1.,0.4,1.6,295.,15.26,70.2,7.29,33.67,0.00,4.40
1528,2/10/14 21:45:00,30.064,63.5,-0.204,0.006,1.,0.4,2.5,295.,14.88,70.9,7.14,33.64,0.00,4.36
1529,2/10/14 22:00:00,30.064,50.0,-0.204,0.006,1.,2.0,4.5,267.,16.95,68.6,8.40,33.58,0.00,4.39
1530,2/10/14 22:15:00,30.067,46.5,-0.204,0.006,1.,2.0,3.8,267.,16.83,66.4,7.57,33.58,0.00,4.39
1531,2/10/14 22:30:00,30.070,52.9,-0.204,0.006,1.,1.6,3.4,265.,16.11,66.5,6.91,33.58,0.00,4.39
1532,2/10/14 22:45:00,30.076,68.8,-0.204,0.006,1.,0.0,0.0,261.,13.39,68.0,4.78,33.53,0.00,4.36
1533,2/10/14 23:00:00,30.079,74.7,-0.204,0.006,1.,0.0,0.0,261.,13.01,70.5,5.22,33.48,0.00,4.38
1534,2/10/14 23:15:00,30.085,80.0,-0.204,0.006,1.,0.0,1.3,261.,12.96,72.0,5.61,33.48,0.00,4.39
1535,2/10/14 23:30:00,30.079,80.6,-0.204,0.006,1.,0.4,1.6,261.,12.83,72.8,5.74,33.44,0.00,4.39
1536,2/10/14 23:45:00,30.085,90.6,-0.204,0.006,1.,0.4,1.6,261.,12.20,73.6,5.36,33.39,0.00,4.35
1537,2/11/14 00:00:00,30.097,92.4,-0.204,0.006,1.,0.4,1.6,261.,12.00,74.5,5.45,33.33,0.00,4.36
1538,2/11/14 00:15:00,30.100,95.9,-0.204,0.006,1.,0.4,1.3,261.,11.16,75.4,4.87,33.28,0.00,4.37
1539,2/11/14 00:30:00,30.100,92.4,-0.204,0.006,1.,0.0,1.3,263.,11.75,76.3,5.72,33.28,0.00,4.38
1540,2/11/14 00:45:00,30.103,88.8,-0.204,0.006,1.,1.3,1.6,263.,12.00,76.7,6.08,33.28,0.00,4.35
1541,2/11/14 01:00:00,30.106,88.8,-0.204,0.006,1.,0.0,0.0,263.,12.13,76.9,6.26,33.24,0.00,4.36
1542,2/11/14 01:15:00,30.103,88.8,-0.204,0.006,1.,0.0,0.0,263.,12.38,77.0,6.53,33.19,0.00,4.36
1543,2/11/14 01:30:00,30.103,93.5,-0.204,0.006,1.,0.0,0.0,263.,10.96,77.0,5.14,33.19,0.00,4.36
1544,2/11/14 01:45:00,30.106,89.4,-0.204,0.006,1.,1.6,3.4,261.,12.25,77.7,6.60,33.19,0.00,4.39
1545,2/11/14 02:00:00,30.109,95.9,-0.204,0.006,1.,1.3,3.4,257.,9.99,77.4,4.32,33.19,0.00,4.35
1546,2/11/14 02:15:00,30.112,93.5,-0.204,0.006,1.,1.6,2.5,256.,10.51,78.3,5.07,33.08,0.00,4.36
1547,2/11/14 02:30:00,30.115,94.7,-0.204,0.006,1.,1.3,2.9,256.,10.78,78.9,5.50,33.08,0.00,4.36
1548,2/11/14 02:45:00,30.118,94.1,-0.204,0.006,1.,0.9,2.0,256.,8.31,78.7,3.04,33.08,0.00,4.36
1549,2/11/14 03:00:00,30.118,94.1,-0.204,0.006,1.,1.3,2.0,256.,9.39,80.1,4.48,33.08,0.00,4.34
1550,2/11/14 03:15:00,30.118,94.7,-0.204,0.006,1.,1.3,1.6,256.,8.85,80.3,4.01,33.04,0.00,4.35
1551,2/11/14 03:30:00,30.118,94.1,-0.204,0.006,1.,1.3,2.0,256.,8.58,81.0,3.92,33.04,0.00,4.36
1552,2/11/14 03:45:00,30.121,94.7,-0.204,0.006,1.,1.3,1.6,256.,8.17,81.6,3.69,32.99,0.00,4.36
1553,2/11/14 04:00:00,30.124,94.1,-0.204,0.006,1.,1.6,2.5,256.,7.29,82.4,3.02,32.99,0.00,4.35
1554,2/11/14 04:15:00,30.127,95.3,-0.204,0.006,1.,0.0,2.0,264.,8.37,83.4,4.35,32.99,0.00,4.35
1555,2/11/14 04:30:00,30.132,95.3,-0.204,0.006,1.,0.0,0.0,268.,8.58,83.4,4.55,32.94,0.00,4.35
1556,2/11/14 04:45:00,30.135,94.7,-0.204,0.006,1.,0.0,0.0,268.,8.10,83.4,4.08,32.94,0.00,4.36
1557,2/11/14 05:00:00,30.138,95.9,-0.204,0.006,1.,0.0,0.0,268.,8.71,83.6,4.73,32.88,0.00,4.34
1558,2/11/14 05:15:00,30.144,94.7,-0.204,0.006,1.,0.0,0.0,265.,7.97,83.6,4.01,32.88,0.00,4.34
1559,2/11/14 05:30:00,30.147,95.3,-0.204,0.006,1.,0.0,0.0,258.,7.90,84.1,4.06,32.88,0.00,4.35
1560,2/11/14 05:45:00,30.147,95.9,-0.204,0.006,1.,0.0,0.0,277.,8.04,84.5,4.32,32.88,0.00,4.35
1561,2/11/14 06:00:00,30.147,96.5,-0.204,0.006,1.,0.0,0.0,284.,8.04,84.5,4.32,32.88,0.00,4.34
1562,2/11/14 06:15:00,30.153,96.5,-0.204,0.006,1.,0.0,0.0,286.,8.04,84.8,4.39,32.88,0.00,4.34
1563,2/11/14 06:30:00,30.153,96.5,-0.204,0.006,2.,0.0,0.0,275.,7.83,85.1,4.24,32.88,0.00,4.35
1564,2/11/14 06:45:00,30.156,98.8,-0.204,0.006,9.,0.0,0.0,267.,8.31,85.4,4.80,32.88,0.00,4.35
1565,2/11/14 07:00:00,30.159,99.4,-0.204,0.006,17.,0.0,0.0,272.,8.31,85.3,4.78,32.85,0.00,4.34
1566,2/11/14 07:15:00,30.162,100.0,-0.204,0.006,64.,0.0,0.0,281.,9.25,85.1,5.65,32.85,0.00,4.51
1567,2/11/14 07:30:00,30.156,100.0,-0.204,0.006,113.,2.0,5.4,281.,10.24,84.2,6.39,32.79,0.00,4.54
1568,2/11/14 07:45:00,30.150,100.0,-0.204,0.006,156.,2.9,5.8,286.,11.16,82.7,6.91,32.85,0.00,4.54
1569,2/11/14 08:00:00,30.153,100.0,-0.204,0.006,196.,3.4,5.4,270.,12.38,80.8,7.59,32.88,0.00,4.56
1570,2/11/14 08:15:00,30.153,100.0,-0.204,0.006,236.,3.8,7.2,261.,13.26,78.7,7.86,32.88,0.00,4.56
1571,2/11/14 08:30:00,30.156,62.4,-0.204,0.006,274.,3.4,7.2,261.,14.83,76.4,8.74,32.88,0.00,4.56
1572,2/11/14 08:45:00,30.153,7.1,-0.204,0.006,312.,4.3,9.6,270.,16.34,73.9,9.46,32.94,0.00,4.57
1573,2/11/14 09:00:00,30.147,4.7,-0.204,0.006,352.,5.4,11.2,272.,17.96,68.9,9.48,32.94,0.00,4.56
1574,2/11/14 09:15:00,30.144,4.1,-0.204,0.006,386.,6.7,12.5,285.,18.90,63.5,8.56,33.04,0.00,4.57
1575,2/11/14 09:30:00,30.144,3.5,-0.204,0.006,417.,7.2,14.5,313.,19.81,58.8,7.74,33.08,0.00,4.57
1576,2/11/14 09:45:00,30.150,2.9,-0.204,0.006,447.,6.7,14.1,285.,19.58,56.8,6.75,33.08,0.00,4.57
1577,2/11/14 10:00:00,30.147,2.9,-0.204,0.006,471.,7.4,15.9,300.,20.44,55.4,7.02,33.13,0.00,4.59
1578,2/11/14 10:15:00,30.150,2.9,-0.204,0.006,494.,6.7,13.2,312.,20.61,54.2,6.69,33.19,0.00,4.57
1579,2/11/14 10:30:00,30.153,2.9,-0.204,0.006,514.,6.3,13.6,302.,20.73,52.6,6.15,33.19,0.00,4.57
1580,2/11/14 10:45:00,30.150,2.9,-0.204,0.006,531.,6.3,13.0,288.,21.47,51.3,6.28,33.24,0.00,4.57
1581,2/11/14 11:00:00,30.144,2.9,-0.204,0.006,544.,6.3,11.6,316.,21.85,50.7,6.39,33.28,0.00,4.56
1582,2/11/14 11:15:00,30.141,2.4,-0.204,0.006,557.,4.9,10.3,268.,22.48,49.5,6.44,33.33,0.00,4.59
1583,2/11/14 11:30:00,30.132,2.4,-0.204,0.006,574.,4.9,12.1,263.,22.69,48.1,6.01,33.44,0.00,4.57
1584,2/11/14 11:45:00,30.132,2.4,-0.204,0.006,582.,6.7,12.5,257.,22.53,48.2,5.90,33.48,0.00,4.57
1585,2/11/14 12:00:00,30.127,2.9,-0.204,0.006,558.,5.8,12.5,256.,24.17,46.7,6.73,33.53,0.00,4.56
1586,2/11/14 12:15:00,30.115,2.9,-0.204,0.006,563.,5.4,12.5,319.,24.12,45.5,6.10,33.67,0.00,4.57
1587,2/11/14 12:30:00,30.109,2.4,-0.204,0.006,562.,4.9,11.2,300.,24.01,44.2,5.38,33.73,0.00,4.59
1588,2/11/14 12:45:00,30.106,1.8,-0.204,0.006,547.,6.7,15.4,282.,23.68,43.7,4.84,33.73,0.00,4.57
1589,2/11/14 13:00:00,30.100,2.4,-0.204,0.006,531.,6.7,14.1,272.,23.36,42.9,4.14,33.67,0.00,4.56
1590,2/11/14 13:15:00,30.100,1.8,-0.204,0.006,512.,6.3,15.4,282.,24.01,42.7,4.62,33.67,0.00,4.56
1591,2/11/14 13:30:00,30.097,1.8,-0.204,0.006,494.,7.2,13.0,295.,24.49,42.5,4.96,33.73,0.00,4.56
1592,2/11/14 13:45:00,30.091,1.8,-0.204,0.006,474.,6.3,12.5,324.,24.71,42.2,5.00,33.87,0.00,4.57
1593,2/11/14 14:00:00,30.088,1.8,-0.204,0.006,447.,7.2,17.9,326.,24.33,41.5,4.30,33.93,0.00,4.56
1594,2/11/14 14:15:00,30.091,1.8,-0.204,0.006,418.,7.2,16.1,319.,24.28,41.3,4.15,33.93,0.00,4.56
1595,2/11/14 14:30:00,30.094,2.4,-0.204,0.006,386.,5.8,13.0,307.,25.47,40.9,5.02,33.93,0.00,4.56
1596,2/11/14 14:45:00,30.097,1.8,-0.204,0.006,354.,5.8,11.6,296.,25.09,40.3,4.35,33.87,0.00,4.57
1597,2/11/14 15:00:00,30.100,1.8,-0.204,0.006,318.,5.4,12.5,306.,24.93,39.9,3.99,33.87,0.00,4.56
1598,2/11/14 15:15:00,30.103,1.8,-0.204,0.006,284.,5.4,13.2,309.,26.06,39.7,4.91,33.87,0.00,4.56
1599,2/11/14 15:30:00,30.109,1.2,-0.204,0.006,247.,4.9,15.0,306.,24.76,38.8,3.24,33.87,0.00,4.57
1600,2/11/14 15:45:00,30.112,1.2,-0.204,0.006,207.,6.3,11.2,305.,24.66,39.3,3.42,33.78,0.00,4.57
1601,2/11/14 16:00:00,30.115,1.2,-0.204,0.006,166.,5.4,12.5,302.,25.09,38.9,3.58,33.73,0.00,4.56
1602,2/11/14 16:15:00,30.121,1.2,-0.204,0.006,129.,4.5,10.1,330.,24.60,38.7,3.04,33.73,0.00,4.57
1603,2/11/14 16:30:00,30.124,1.2,-0.204,0.006,77.,4.5,10.1,317.,24.17,39.2,2.91,33.78,0.00,4.57
1604,2/11/14 16:45:00,30.132,0.6,-0.204,0.006,26.,5.8,13.0,324.,23.41,39.8,2.57,33.78,0.00,4.56
1605,2/11/14 17:00:00,30.150,0.6,-0.204,0.006,8.,4.3,10.7,329.,22.75,41.0,2.61,33.78,0.00,4.51
1606,2/11/14 17:15:00,30.159,0.0,-0.204,0.006,1.,4.5,10.3,316.,22.30,41.6,2.50,33.67,0.00,4.50
1607,2/11/14 17:30:00,30.168,0.6,-0.204,0.006,1.,4.3,9.2,330.,21.85,42.4,2.50,33.64,0.00,4.48
1608,2/11/14 17:45:00,30.177,0.6,-0.204,0.006,1.,4.3,10.3,330.,21.79,43.2,2.86,33.64,0.00,4.48
1609,2/11/14 18:00:00,30.186,0.6,-0.204,0.006,1.,3.4,6.7,334.,21.07,44.1,2.64,33.58,0.00,4.45
1610,2/11/14 18:15:00,30.194,0.6,-0.204,0.006,1.,4.3,8.7,336.,20.50,45.0,2.55,33.58,0.00,4.45
1611,2/11/14 18:30:00,30.200,0.6,-0.204,0.006,1.,4.3,9.2,344.,20.39,44.7,2.30,33.58,0.00,4.45
1612,2/11/14 18:45:00,30.206,0.6,-0.204,0.006,1.,3.8,7.8,338.,19.63,45.3,1.90,33.58,0.00,4.45
1613,2/11/14 19:00:00,30.212,0.6,-0.204,0.006,1.,4.3,11.2,345.,19.35,45.7,1.81,33.58,0.00,4.34
1614,2/11/14 19:15:00,30.218,0.6,-0.204,0.006,1.,4.9,10.7,337.,19.13,46.1,1.81,33.58,0.00,4.34
1615,2/11/14 19:30:00,30.224,0.6,-0.204,0.006,1.,4.3,8.7,330.,18.77,46.8,1.80,33.48,0.00,4.37
1616,2/11/14 19:45:00,30.230,0.6,-0.204,0.006,1.,4.5,11.6,326.,18.48,47.3,1.76,33.48,0.00,4.39
1617,2/11/14 20:00:00,30.236,0.6,-0.204,0.006,1.,4.3,9.6,327.,18.12,47.9,1.71,33.48,0.00,4.39
1618,2/11/14 20:15:00,30.242,0.6,-0.204,0.006,1.,3.8,7.4,331.,18.01,48.4,1.81,33.44,0.00,4.34
1619,2/11/14 20:30:00,30.248,0.6,-0.204,0.006,1.,2.5,6.7,354.,17.37,48.9,1.44,33.44,0.00,4.37
1620,2/11/14 20:45:00,30.256,0.6,-0.204,0.006,1.,2.5,5.4,331.,17.13,49.7,1.56,33.44,0.00,4.38
1621,2/11/14 21:00:00,30.265,0.6,-0.204,0.006,1.,2.9,6.3,317.,16.77,50.4,1.53,33.39,0.00,4.38
1622,2/11/14 21:15:00,30.271,0.6,-0.204,0.006,1.,2.0,4.3,312.,16.70,51.1,1.76,33.39,0.00,4.32
1623,2/11/14 21:30:00,30.277,0.6,-0.204,0.006,1.,2.0,4.5,305.,16.05,51.6,1.36,33.33,0.00,4.36
1624,2/11/14 21:45:00,30.280,0.0,-0.204,0.006,1.,1.3,2.5,300.,14.76,53.9,1.09,33.28,0.00,4.37
1625,2/11/14 22:00:00,30.283,0.0,-0.204,0.006,1.,1.6,3.8,274.,14.45,56.8,1.92,33.28,0.00,4.38
1626,2/11/14 22:15:00,30.286,2.9,-0.204,0.006,1.,1.3,3.4,279.,12.96,57.9,0.91,33.24,0.00,4.29
1627,2/11/14 22:30:00,30.289,10.0,-0.204,0.006,1.,1.6,3.8,310.,12.51,60.0,1.26,33.19,0.00,4.36
1628,2/11/14 22:45:00,30.289,1.2,-0.204,0.006,1.,1.6,4.5,303.,13.51,60.1,2.25,33.19,0.00,4.36
1629,2/11/14 23:00:00,30.295,0.6,-0.204,0.006,1.,2.5,4.9,334.,13.71,58.5,1.85,33.13,0.00,4.36
1630,2/11/14 23:15:00,30.295,1.2,-0.204,0.006,1.,4.5,10.3,341.,14.22,57.5,1.96,33.13,0.00,4.29
1631,2/11/14 23:30:00,30.301,0.0,-0.204,0.006,1.,4.5,9.6,350.,14.14,57.1,1.74,33.13,0.00,4.34
1632,2/11/14 23:45:00,30.304,1.2,-0.204,0.006,1.,7.4,13.6,343.,13.51,56.9,1.08,33.13,0.00,4.35
1633,2/12/14 00:00:00,30.307,0.0,-0.204,0.006,1.,5.4,10.3,340.,12.88,57.8,0.82,33.19,0.00,4.35
1634,2/12/14 00:15:00,30.307,0.0,-0.204,0.006,1.,5.8,13.6,344.,12.33,58.2,0.43,33.19,0.00,4.28
1635,2/12/14 00:30:00,30.313,0.0,-0.204,0.006,1.,7.4,17.0,337.,12.13,57.5,0.00,33.13,0.00,4.34
1636,2/12/14 00:45:00,30.313,0.0,-0.204,0.006,1.,7.2,14.5,327.,11.48,57.1,-0.76,33.13,0.00,4.35
1637,2/12/14 01:00:00,30.310,0.0,-0.204,0.006,1.,5.4,12.1,329.,10.63,58.0,-1.23,33.08,0.00,4.36
1638,2/12/14 01:15:00,30.315,0.0,-0.204,0.006,1.,5.4,14.5,313.,10.44,59.7,-0.81,33.08,0.00,4.29
1639,2/12/14 01:30:00,30.321,0.0,-0.204,0.006,1.,6.3,12.5,334.,10.38,58.4,-1.32,33.08,0.00,4.34
1640,2/12/14 01:45:00,30.321,0.0,-0.204,0.006,1.,5.4,11.6,320.,10.04,58.2,-1.71,33.08,0.00,4.35
1641,2/12/14 02:00:00,30.327,0.0,-0.204,0.006,1.,4.9,9.6,330.,9.64,58.0,-2.16,33.08,0.00,4.35
1642,2/12/14 02:15:00,30.330,0.0,-0.204,0.006,1.,6.7,15.9,337.,9.79,57.8,-2.11,33.08,0.00,4.27
1643,2/12/14 02:30:00,30.330,0.0,-0.204,0.006,1.,5.4,13.0,336.,8.98,58.2,-2.72,33.04,0.00,4.34
1644,2/12/14 02:45:00,30.330,0.0,-0.204,0.006,1.,4.9,9.6,326.,8.78,59.2,-2.56,33.08,0.00,4.35
1645,2/12/14 03:00:00,30.333,0.0,-0.204,0.006,1.,4.3,8.7,319.,8.31,59.7,-2.83,33.04,0.00,4.35
1646,2/12/14 03:15:00,30.339,0.0,-0.204,0.006,1.,3.4,7.2,326.,7.90,60.7,-2.87,33.04,0.00,4.29
1647,2/12/14 03:30:00,30.342,0.0,-0.204,0.006,1.,2.9,9.6,324.,7.48,61.3,-3.06,32.99,0.00,4.34
1648,2/12/14 03:45:00,30.342,0.6,-0.204,0.006,1.,2.0,4.3,314.,6.87,62.2,-3.33,32.99,0.00,4.34
1649,2/12/14 04:00:00,30.348,0.0,-0.204,0.006,1.,2.9,6.3,331.,6.80,62.7,-3.24,32.94,0.00,4.34
1650,2/12/14 04:15:00,30.351,0.0,-0.204,0.006,1.,3.8,6.7,324.,6.80,63.0,-3.14,32.88,0.00,4.28
1651,2/12/14 04:30:00,30.357,0.0,-0.204,0.006,1.,3.8,8.7,317.,6.51,62.9,-3.44,32.88,0.00,4.33
1652,2/12/14 04:45:00,30.360,0.0,-0.204,0.006,1.,4.9,10.1,320.,6.93,63.0,-3.01,32.88,0.00,4.34
1653,2/12/14 05:00:00,30.360,0.0,-0.204,0.006,1.,2.5,7.4,0.,6.30,62.2,-3.87,32.88,0.00,4.34
1654,2/12/14 05:15:00,30.375,0.0,-0.204,0.006,1.,2.5,4.9,326.,6.10,62.7,-3.91,32.88,0.00,4.28
1655,2/12/14 05:30:00,30.389,0.6,-0.204,0.006,1.,2.9,5.4,296.,5.95,63.7,-3.71,32.88,0.00,4.33
1656,2/12/14 05:45:00,30.395,1.2,-0.204,0.006,1.,2.5,5.8,306.,5.18,64.5,-4.20,32.85,0.00,4.34
1657,2/12/14 06:00:00,-888.880,0.0,-0.204,0.006,1.,3.8,7.8,330.,5.67,65.7,-3.35,32.85,0.00,4.34
1658,2/12/14 06:15:00,-888.880,0.0,-0.204,0.006,1.,3.4,8.7,330.,5.88,63.9,-3.71,32.85,0.00,4.25
1659,2/12/14 06:30:00,-888.880,1.2,-0.204,0.006,2.,2.0,5.8,302.,5.18,63.6,-4.49,32.85,0.00,4.33
1660,2/12/14 06:45:00,-888.880,1.2,-0.204,0.006,9.,1.6,4.9,292.,5.11,64.5,-4.27,32.79,0.00,4.34
1661,2/12/14 07:00:00,-888.880,1.2,-0.204,0.006,16.,1.6,3.8,270.,5.23,65.3,-3.89,32.79,0.00,4.34
1662,2/12/14 07:15:00,-888.880,1.2,-0.204,0.006,73.,1.6,4.3,230.,6.03,65.7,-2.99,32.79,0.00,4.32
1663,2/12/14 07:30:00,-888.880,0.6,-0.204,0.006,126.,1.3,2.9,211.,6.51,65.5,-2.60,32.79,0.00,4.54
1664,2/12/14 07:45:00,-888.880,0.0,-0.204,0.006,172.,1.3,3.4,278.,7.56,64.3,-1.98,32.79,0.00,4.54
1665,2/12/14 08:00:00,-888.880,0.0,-0.204,0.006,211.,3.4,5.8,324.,8.91,60.7,-1.91,32.79,0.00,4.56
1666,2/12/14 08:15:00,-888.880,1.8,-0.204,0.006,252.,2.5,6.3,347.,10.18,57.8,-1.73,32.79,0.00,4.50
1667,2/12/14 08:30:00,-888.880,1.8,-0.204,0.006,291.,1.6,4.9,293.,11.75,55.0,-1.30,32.85,0.00,4.57
1668,2/12/14 08:45:00,-888.880,1.8,-0.204,0.006,328.,2.9,5.8,331.,12.38,53.0,-1.50,32.85,0.00,4.57
1669,2/12/14 09:00:00,-888.880,1.8,-0.204,0.006,364.,2.9,6.3,300.,13.96,51.3,-0.71,32.85,0.00,4.57
1670,2/12/14 09:15:00,-888.880,1.2,-0.204,0.006,401.,2.9,5.8,307.,15.06,49.2,-0.56,32.85,0.00,4.51
1671,2/12/14 09:30:00,-888.880,1.8,-0.204,0.006,432.,2.5,5.4,351.,16.41,46.3,-0.60,32.88,0.00,4.57
1672,2/12/14 09:45:00,-888.880,1.8,-0.204,0.006,462.,2.0,4.3,309.,17.65,43.6,-0.72,32.88,0.00,4.57
1673,2/12/14 10:00:00,-888.880,1.2,-0.204,0.006,488.,1.6,5.8,310.,18.90,41.0,-0.90,32.99,0.00,4.57
1674,2/12/14 10:15:00,-888.880,1.8,-0.204,0.006,511.,2.5,6.3,275.,20.21,40.9,0.25,32.99,0.00,4.51
1675,2/12/14 10:30:00,-888.880,2.9,-0.204,0.006,532.,2.0,4.9,247.,22.19,39.3,1.18,33.08,0.00,4.57
1676,2/12/14 10:45:00,-888.880,2.9,-0.204,0.006,549.,1.3,3.4,171.,24.60,36.4,1.72,33.19,0.00,4.57
1677,2/12/14 11:00:00,-888.880,2.4,-0.204,0.006,562.,1.3,4.5,166.,25.63,34.7,1.62,33.28,0.00,4.57
1678,2/12/14 11:15:00,-888.880,2.4,-0.204,0.006,572.,2.9,7.4,115.,24.17,34.1,-0.06,33.44,0.01,4.54
1679,2/12/14 11:30:00,-888.880,1.2,-0.204,0.006,547.,4.3,10.3,91.,22.86,34.1,-1.23,33.58,0.00,4.56
1680,2/12/14 11:45:00,-888.880,1.8,-0.204,0.006,492.,5.8,11.6,88.,23.18,34.6,-0.63,33.84,0.00,4.57
